barcode,product_name,brand,category,skin_type,key_ingredients,price,rating,review_count,ph_level,is_fragrance_free,is_paraben_free,is_cruelty_free,country,launch_year
890100013514,Minimalist Zinc Oxide Serum 13514,Minimalist,Serum,dry,Zinc Oxide,319.19,3.2,2521,5.9,False,True,False,Germany,2015
890100013515,Minimalist Vitamin C Treatment 13515,Minimalist,Treatment,dry,Vitamin C,1741.4,3.7,549,4.8,True,True,False,Korea,2019
890100013516,Mamaearth Panthenol Serum 13516,Mamaearth,Serum,combination,Panthenol,1748.57,4.3,668,4.6,True,True,False,Korea,2025
890100013517,Mamaearth Ceramide Cleanser 13517,Mamaearth,Cleanser,oily,Ceramide,1431.23,3.9,3853,5.5,False,False,True,USA,2023
890100013518,Neutrogena Tea Tree Oil Serum 13518,Neutrogena,Serum,sensitive,Tea Tree Oil,1734.99,4.0,3006,5.0,False,True,False,Germany,2016
890100013519,Mamaearth Niacinamide Sunscreen 13519,Mamaearth,Sunscreen,oily,Niacinamide,1887.45,4.0,4396,6.6,False,True,True,USA,2015
890100013520,Aveeno Vitamin C Moisturizer 13520,Aveeno,Moisturizer,all,Vitamin C,857.82,3.3,4914,6.0,True,False,True,USA,2017
890100013521,Olay Salicylic Acid Sunscreen 13521,Olay,Sunscreen,sensitive,Salicylic Acid,1185.71,4.1,4904,4.5,False,False,True,Germany,2021
890100013522,Simple Tea Tree Oil Moisturizer 13522,Simple,Moisturizer,combination,Tea Tree Oil,676.23,3.5,2194,5.3,True,False,False,Germany,2022
890100013523,Minimalist Zinc Oxide Moisturizer 13523,Minimalist,Moisturizer,all,Zinc Oxide,612.05,3.7,2827,5.2,True,False,False,USA,2017
890100013524,Neutrogena Aloe Vera Sunscreen 13524,Neutrogena,Sunscreen,oily,Aloe Vera,1189.68,3.0,3900,4.6,False,True,False,Germany,2025
890100013525,Neutrogena Aloe Vera Moisturizer 13525,Neutrogena,Moisturizer,combination,Aloe Vera,1521.07,4.0,1169,5.9,False,False,True,France,2015
890100013526,Minimalist Hyaluronic Acid Treatment 13526,Minimalist,Treatment,all,Hyaluronic Acid,1240.51,3.2,1489,6.7,True,True,False,India,2019
890100013527,Mamaearth Niacinamide Cleanser 13527,Mamaearth,Cleanser,all,Niacinamide,696.11,3.3,4159,4.7,True,False,False,Germany,2016
890100013528,Plum Panthenol Treatment 13528,Plum,Treatment,combination,Panthenol,1632.47,3.7,3284,4.6,True,False,True,Germany,2020
890100013529,Simple Tea Tree Oil Toner 13529,Simple,Toner,oily,Tea Tree Oil,1809.84,3.6,4326,6.1,True,True,True,Korea,2016
890100013530,Aveeno Hyaluronic Acid Cleanser 13530,Aveeno,Cleanser,sensitive,Hyaluronic Acid,1422.95,5.0,1171,5.9,False,False,False,France,2025
890100013531,Mamaearth Aloe Vera Treatment 13531,Mamaearth,Treatment,oily,Aloe Vera,1203.05,4.5,3419,4.7,True,True,True,India,2018
890100013532,Aveeno Zinc Oxide Cleanser 13532,Aveeno,Cleanser,oily,Zinc Oxide,1592.06,4.2,2949,4.7,True,False,False,Korea,2023
890100013533,Olay Niacinamide Sunscreen 13533,Olay,Sunscreen,oily,Niacinamide,428.25,3.1,2067,4.6,True,True,True,Korea,2015
890100013534,Aveeno Retinol Moisturizer 13534,Aveeno,Moisturizer,combination,Retinol,1060.36,3.0,2990,6.6,True,False,True,France,2024
890100013535,Cetaphil Panthenol Moisturizer 13535,Cetaphil,Moisturizer,dry,Panthenol,1654.52,3.9,3184,5.2,True,True,False,USA,2024
890100013536,Neutrogena Vitamin C Toner 13536,Neutrogena,Toner,all,Vitamin C,570.37,3.9,3196,4.6,True,True,True,Korea,2018
890100013537,Bioderma Ceramide Toner 13537,Bioderma,Toner,all,Ceramide,593.84,4.9,1626,6.1,False,True,True,France,2016
890100013538,Neutrogena Niacinamide Cleanser 13538,Neutrogena,Cleanser,dry,Niacinamide,539.3,4.1,4863,6.4,False,False,False,India,2017
890100013539,Olay Vitamin C Serum 13539,Olay,Serum,combination,Vitamin C,1001.11,3.9,4729,5.2,False,True,False,France,2019
890100013540,Neutrogena Zinc Oxide Serum 13540,Neutrogena,Serum,sensitive,Zinc Oxide,1331.08,4.9,1087,6.1,True,False,False,USA,2023
890100013541,Aveeno Salicylic Acid Toner 13541,Aveeno,Toner,sensitive,Salicylic Acid,1809.36,4.4,1540,5.7,True,False,False,USA,2017
890100013542,Simple Zinc Oxide Serum 13542,Simple,Serum,sensitive,Zinc Oxide,303.5,3.5,1203,6.6,True,False,True,Germany,2017
890100013543,Aveeno Vitamin C Serum 13543,Aveeno,Serum,dry,Vitamin C,1689.63,4.5,1290,5.6,False,False,True,Germany,2016
890100013544,Olay Ceramide Sunscreen 13544,Olay,Sunscreen,dry,Ceramide,1756.07,3.2,720,5.9,False,False,True,Germany,2024
890100013545,Plum Niacinamide Sunscreen 13545,Plum,Sunscreen,oily,Niacinamide,660.91,3.1,169,5.8,False,False,True,India,2019
890100013546,Olay Zinc Oxide Cleanser 13546,Olay,Cleanser,all,Zinc Oxide,599.69,4.8,3609,5.8,False,True,False,Korea,2017
890100013547,Cetaphil Zinc Oxide Sunscreen 13547,Cetaphil,Sunscreen,all,Zinc Oxide,483.48,4.6,1781,6.8,True,False,False,Germany,2024
890100013548,Mamaearth Zinc Oxide Sunscreen 13548,Mamaearth,Sunscreen,oily,Zinc Oxide,1335.93,4.7,3361,5.4,False,True,False,Germany,2020
890100013549,Aveeno Zinc Oxide Treatment 13549,Aveeno,Treatment,dry,Zinc Oxide,1320.8,4.0,3462,5.0,False,True,False,Germany,2022
890100013550,Mamaearth Aloe Vera Sunscreen 13550,Mamaearth,Sunscreen,sensitive,Aloe Vera,1586.4,4.4,1017,5.9,False,False,False,Korea,2015
890100013551,Minimalist Panthenol Toner 13551,Minimalist,Toner,all,Panthenol,435.66,4.5,251,6.9,False,False,True,France,2025
890100013552,Mamaearth Vitamin C Sunscreen 13552,Mamaearth,Sunscreen,oily,Vitamin C,527.08,3.1,3927,5.9,True,False,False,India,2017
890100013553,Minimalist Salicylic Acid Toner 13553,Minimalist,Toner,oily,Salicylic Acid,1371.96,4.1,3471,5.1,False,False,True,Germany,2022
890100013554,Olay Ceramide Cleanser 13554,Olay,Cleanser,combination,Ceramide,1256.19,4.2,376,5.5,False,True,False,France,2016
890100013555,Plum Ceramide Sunscreen 13555,Plum,Sunscreen,oily,Ceramide,789.6,4.8,3154,4.7,True,True,False,France,2024
890100013556,Aveeno Ceramide Cleanser 13556,Aveeno,Cleanser,combination,Ceramide,1869.94,4.2,1321,6.9,True,False,False,Korea,2017
890100013557,Mamaearth Tea Tree Oil Sunscreen 13557,Mamaearth,Sunscreen,sensitive,Tea Tree Oil,1519.25,3.7,2548,6.6,False,True,False,India,2019
890100013558,Olay Ceramide Moisturizer 13558,Olay,Moisturizer,dry,Ceramide,574.5,4.3,1606,6.9,True,True,False,India,2018
890100013559,Mamaearth Vitamin C Cleanser 13559,Mamaearth,Cleanser,combination,Vitamin C,1188.97,4.7,113,6.6,False,False,True,France,2015
890100013560,Simple Vitamin C Cleanser 13560,Simple,Cleanser,sensitive,Vitamin C,532.0,4.6,3682,6.9,True,False,False,Korea,2021
890100013561,Olay Zinc Oxide Moisturizer 13561,Olay,Moisturizer,dry,Zinc Oxide,1348.28,3.6,4632,6.9,False,True,False,Germany,2018
890100013562,Minimalist Vitamin C Moisturizer 13562,Minimalist,Moisturizer,sensitive,Vitamin C,1610.06,3.9,3565,6.9,False,False,True,Germany,2020
890100013563,Plum Vitamin C Cleanser 13563,Plum,Cleanser,sensitive,Vitamin C,846.46,3.0,2490,6.3,False,True,True,Korea,2020
890100013564,Olay Hyaluronic Acid Serum 13564,Olay,Serum,all,Hyaluronic Acid,1356.5,4.5,2828,4.9,False,True,False,France,2021
890100013565,Minimalist Hyaluronic Acid Serum 13565,Minimalist,Serum,dry,Hyaluronic Acid,210.79,3.8,3845,4.8,True,True,False,India,2016
890100013566,Plum Hyaluronic Acid Toner 13566,Plum,Toner,sensitive,Hyaluronic Acid,575.03,3.6,2507,4.8,True,True,True,Korea,2024
890100013567,Neutrogena Tea Tree Oil Cleanser 13567,Neutrogena,Cleanser,oily,Tea Tree Oil,1770.1,4.8,2480,6.5,True,False,False,India,2022
890100013568,Simple Niacinamide Treatment 13568,Simple,Treatment,sensitive,Niacinamide,1707.6,4.4,1618,5.6,True,False,True,France,2023
890100013569,Olay Salicylic Acid Cleanser 13569,Olay,Cleanser,oily,Salicylic Acid,495.48,3.9,2046,6.4,False,True,True,Germany,2015
890100013570,Bioderma Vitamin C Cleanser 13570,Bioderma,Cleanser,combination,Vitamin C,1927.57,4.0,738,5.8,True,True,False,France,2021
890100013571,Plum Ceramide Treatment 13571,Plum,Treatment,oily,Ceramide,1727.81,3.8,1929,4.8,False,False,False,Germany,2019
890100013572,Plum Retinol Serum 13572,Plum,Serum,oily,Retinol,1102.33,3.5,3582,6.7,False,False,False,Germany,2020
890100013573,Olay Vitamin C Serum 13573,Olay,Serum,oily,Vitamin C,615.46,3.3,936,5.9,False,False,False,USA,2018
890100013574,Minimalist Aloe Vera Moisturizer 13574,Minimalist,Moisturizer,sensitive,Aloe Vera,717.83,4.0,227,5.8,False,False,False,Germany,2020
890100013575,Cetaphil Retinol Treatment 13575,Cetaphil,Treatment,oily,Retinol,847.64,4.4,2538,5.5,True,False,False,India,2021
890100013576,Olay Zinc Oxide Toner 13576,Olay,Toner,combination,Zinc Oxide,962.32,3.5,3934,5.9,False,False,True,Germany,2015
890100013577,Cetaphil Salicylic Acid Moisturizer 13577,Cetaphil,Moisturizer,dry,Salicylic Acid,874.83,4.8,3072,6.1,False,False,False,Germany,2015
890100013578,Mamaearth Panthenol Serum 13578,Mamaearth,Serum,all,Panthenol,924.34,3.2,1460,4.9,True,True,False,USA,2020
890100013579,Neutrogena Panthenol Serum 13579,Neutrogena,Serum,sensitive,Panthenol,532.26,3.5,3255,5.8,True,False,True,Korea,2023
890100013580,Mamaearth Hyaluronic Acid Cleanser 13580,Mamaearth,Cleanser,sensitive,Hyaluronic Acid,725.17,3.1,3687,5.1,False,True,True,Korea,2016
890100013581,Aveeno Vitamin C Treatment 13581,Aveeno,Treatment,oily,Vitamin C,1405.03,4.4,1306,6.5,True,True,False,USA,2019
890100013582,Neutrogena Zinc Oxide Toner 13582,Neutrogena,Toner,dry,Zinc Oxide,326.55,4.6,3669,4.7,False,True,True,France,2015
890100013583,Aveeno Vitamin C Sunscreen 13583,Aveeno,Sunscreen,all,Vitamin C,1893.53,3.1,2151,6.9,True,False,True,France,2015
890100013584,Cetaphil Tea Tree Oil Toner 13584,Cetaphil,Toner,sensitive,Tea Tree Oil,974.8,4.7,2642,6.7,True,False,False,Germany,2020
890100013585,Olay Panthenol Sunscreen 13585,Olay,Sunscreen,dry,Panthenol,811.61,4.0,535,5.6,True,True,False,USA,2021
890100013586,Bioderma Aloe Vera Serum 13586,Bioderma,Serum,combination,Aloe Vera,1561.73,5.0,2639,4.6,False,False,False,Germany,2022
890100013587,Bioderma Aloe Vera Serum 13587,Bioderma,Serum,combination,Aloe Vera,387.89,4.9,1510,5.0,False,True,False,France,2023
890100013588,Minimalist Panthenol Toner 13588,Minimalist,Toner,sensitive,Panthenol,1828.57,3.5,4193,4.5,False,False,True,Korea,2021
890100013589,Bioderma Ceramide Serum 13589,Bioderma,Serum,oily,Ceramide,1029.72,3.3,1353,6.5,False,True,False,Germany,2024
890100013590,Mamaearth Vitamin C Moisturizer 13590,Mamaearth,Moisturizer,oily,Vitamin C,231.52,4.2,2546,6.1,True,True,True,Germany,2023
890100013591,Simple Salicylic Acid Sunscreen 13591,Simple,Sunscreen,combination,Salicylic Acid,1240.28,3.6,850,7.0,True,True,False,India,2023
890100013592,Bioderma Niacinamide Moisturizer 13592,Bioderma,Moisturizer,combination,Niacinamide,697.21,4.2,3564,4.5,True,False,False,France,2019
890100013593,Cetaphil Vitamin C Treatment 13593,Cetaphil,Treatment,all,Vitamin C,1233.14,3.5,4777,5.5,False,True,True,USA,2018
890100013594,Minimalist Zinc Oxide Serum 13594,Minimalist,Serum,combination,Zinc Oxide,534.36,4.8,4532,6.4,False,True,True,India,2020
890100013595,Neutrogena Tea Tree Oil Moisturizer 13595,Neutrogena,Moisturizer,oily,Tea Tree Oil,1775.83,4.4,1546,6.1,False,True,False,USA,2018
890100013596,Simple Salicylic Acid Sunscreen 13596,Simple,Sunscreen,dry,Salicylic Acid,1696.33,3.7,2178,6.5,True,False,True,Korea,2023
890100013597,Plum Panthenol Cleanser 13597,Plum,Cleanser,all,Panthenol,228.92,3.6,4159,4.8,False,True,True,Germany,2018
890100013598,Bioderma Retinol Treatment 13598,Bioderma,Treatment,sensitive,Retinol,285.83,3.7,3930,4.7,True,True,True,India,2025
890100013599,Bioderma Vitamin C Cleanser 13599,Bioderma,Cleanser,oily,Vitamin C,1301.16,4.3,4313,5.7,False,True,False,Germany,2022
890100013600,Cetaphil Panthenol Cleanser 13600,Cetaphil,Cleanser,dry,Panthenol,1326.54,3.1,4180,6.4,True,True,False,India,2025
890100013601,Bioderma Panthenol Moisturizer 13601,Bioderma,Moisturizer,dry,Panthenol,1710.15,4.4,1152,6.4,False,False,True,Germany,2016
890100013602,Aveeno Panthenol Treatment 13602,Aveeno,Treatment,oily,Panthenol,1830.06,4.1,511,5.5,True,False,True,Korea,2023
890100013603,Mamaearth Niacinamide Toner 13603,Mamaearth,Toner,sensitive,Niacinamide,1036.4,4.6,4235,5.5,False,False,True,Korea,2017
890100013604,Aveeno Retinol Cleanser 13604,Aveeno,Cleanser,dry,Retinol,451.42,3.2,642,6.9,True,False,True,India,2024
890100013605,Minimalist Niacinamide Sunscreen 13605,Minimalist,Sunscreen,oily,Niacinamide,1172.36,4.3,708,5.2,False,False,False,India,2018
890100013606,Olay Tea Tree Oil Cleanser 13606,Olay,Cleanser,sensitive,Tea Tree Oil,435.27,3.0,4287,5.2,False,False,False,Germany,2018
890100013607,Neutrogena Ceramide Sunscreen 13607,Neutrogena,Sunscreen,sensitive,Ceramide,1305.9,3.8,2886,6.5,True,False,True,Korea,2015
890100013608,Minimalist Tea Tree Oil Cleanser 13608,Minimalist,Cleanser,all,Tea Tree Oil,1750.88,4.9,242,6.5,True,False,False,Germany,2022
890100013609,Bioderma Niacinamide Moisturizer 13609,Bioderma,Moisturizer,combination,Niacinamide,1392.03,3.9,1278,5.5,False,False,False,India,2024
890100013610,Simple Ceramide Treatment 13610,Simple,Treatment,all,Ceramide,1350.38,4.9,2902,5.2,False,True,False,Korea,2024
890100013611,Neutrogena Panthenol Moisturizer 13611,Neutrogena,Moisturizer,dry,Panthenol,1796.77,4.0,650,4.8,False,False,True,Germany,2016
890100013612,Mamaearth Ceramide Moisturizer 13612,Mamaearth,Moisturizer,dry,Ceramide,1415.51,3.1,1559,6.9,False,True,True,USA,2024
890100013613,Olay Aloe Vera Treatment 13613,Olay,Treatment,dry,Aloe Vera,1626.64,4.1,2619,4.6,False,False,True,Germany,2020
890100013614,Mamaearth Zinc Oxide Sunscreen 13614,Mamaearth,Sunscreen,combination,Zinc Oxide,1367.04,4.1,4253,6.3,False,False,True,France,2024
890100013615,Minimalist Panthenol Toner 13615,Minimalist,Toner,dry,Panthenol,1768.85,4.4,1560,5.4,True,False,False,France,2025
890100013616,Simple Retinol Serum 13616,Simple,Serum,combination,Retinol,1495.91,4.8,316,5.3,True,True,True,India,2024
890100013617,Bioderma Panthenol Serum 13617,Bioderma,Serum,sensitive,Panthenol,923.5,4.6,1786,6.6,False,True,False,Korea,2023
890100013618,Minimalist Vitamin C Toner 13618,Minimalist,Toner,all,Vitamin C,1435.37,4.0,789,4.8,True,False,True,USA,2021
890100013619,Bioderma Zinc Oxide Treatment 13619,Bioderma,Treatment,combination,Zinc Oxide,323.95,4.7,68,6.6,False,False,False,India,2019
890100013620,Aveeno Panthenol Serum 13620,Aveeno,Serum,oily,Panthenol,925.6,4.6,312,5.4,True,True,True,Germany,2022
890100013621,Plum Aloe Vera Toner 13621,Plum,Toner,sensitive,Aloe Vera,1903.13,4.1,312,6.9,True,False,True,Germany,2023
890100013622,Minimalist Ceramide Serum 13622,Minimalist,Serum,dry,Ceramide,1822.12,3.4,1068,5.0,False,False,True,Korea,2025
890100013623,Aveeno Tea Tree Oil Cleanser 13623,Aveeno,Cleanser,oily,Tea Tree Oil,1029.66,3.4,530,6.5,True,False,True,USA,2020
890100013624,Aveeno Panthenol Toner 13624,Aveeno,Toner,sensitive,Panthenol,237.59,4.4,2536,4.7,False,False,False,India,2024
890100013625,Olay Tea Tree Oil Serum 13625,Olay,Serum,dry,Tea Tree Oil,1493.43,4.0,3452,5.3,True,False,False,USA,2015
890100013626,Mamaearth Niacinamide Treatment 13626,Mamaearth,Treatment,all,Niacinamide,235.32,4.1,4343,6.3,False,False,False,Germany,2015
890100013627,Aveeno Ceramide Cleanser 13627,Aveeno,Cleanser,dry,Ceramide,712.91,3.2,4970,4.8,False,False,True,USA,2023
890100013628,Simple Niacinamide Toner 13628,Simple,Toner,oily,Niacinamide,397.58,5.0,3800,5.0,False,True,False,Germany,2015
890100013629,Mamaearth Aloe Vera Moisturizer 13629,Mamaearth,Moisturizer,dry,Aloe Vera,254.31,3.7,3000,6.3,False,False,True,Korea,2015
890100013630,Simple Niacinamide Sunscreen 13630,Simple,Sunscreen,sensitive,Niacinamide,1384.73,4.4,2931,4.5,True,True,True,USA,2016
890100013631,Minimalist Vitamin C Treatment 13631,Minimalist,Treatment,dry,Vitamin C,1171.59,3.1,358,6.7,False,True,True,USA,2021
890100013632,Mamaearth Niacinamide Serum 13632,Mamaearth,Serum,all,Niacinamide,782.64,3.3,440,6.2,True,True,True,India,2018
890100013633,Cetaphil Niacinamide Sunscreen 13633,Cetaphil,Sunscreen,all,Niacinamide,375.99,4.6,1574,5.0,False,True,True,France,2019
890100013634,Neutrogena Niacinamide Sunscreen 13634,Neutrogena,Sunscreen,oily,Niacinamide,279.87,4.8,1144,6.7,False,False,False,India,2023
890100013635,Neutrogena Salicylic Acid Sunscreen 13635,Neutrogena,Sunscreen,combination,Salicylic Acid,1757.58,3.2,1501,5.4,True,True,True,India,2019
890100013636,Cetaphil Aloe Vera Cleanser 13636,Cetaphil,Cleanser,sensitive,Aloe Vera,1173.63,4.7,1751,6.2,False,True,True,India,2020
890100013637,Mamaearth Tea Tree Oil Moisturizer 13637,Mamaearth,Moisturizer,dry,Tea Tree Oil,1764.8,4.5,1769,6.7,False,True,True,France,2025
890100013638,Bioderma Vitamin C Sunscreen 13638,Bioderma,Sunscreen,oily,Vitamin C,795.64,3.4,3104,7.0,True,True,True,Korea,2017
890100013639,Simple Hyaluronic Acid Treatment 13639,Simple,Treatment,oily,Hyaluronic Acid,1269.27,3.5,2245,5.7,False,True,False,Korea,2019
890100013640,Neutrogena Hyaluronic Acid Treatment 13640,Neutrogena,Treatment,oily,Hyaluronic Acid,1216.67,3.5,4406,6.7,True,True,False,India,2025
890100013641,Mamaearth Salicylic Acid Toner 13641,Mamaearth,Toner,dry,Salicylic Acid,1607.14,4.2,3213,5.0,False,True,False,Korea,2017
890100013642,Cetaphil Vitamin C Treatment 13642,Cetaphil,Treatment,oily,Vitamin C,1912.6,4.8,2415,5.6,True,False,False,India,2018
890100013643,Olay Hyaluronic Acid Sunscreen 13643,Olay,Sunscreen,sensitive,Hyaluronic Acid,1148.94,4.5,1680,4.7,False,False,True,Korea,2025
890100013644,Aveeno Vitamin C Sunscreen 13644,Aveeno,Sunscreen,combination,Vitamin C,1724.83,3.1,1306,5.1,False,False,False,France,2015
890100013645,Cetaphil Panthenol Treatment 13645,Cetaphil,Treatment,sensitive,Panthenol,1824.02,3.5,3010,5.7,True,False,True,India,2025
890100013646,Mamaearth Aloe Vera Treatment 13646,Mamaearth,Treatment,combination,Aloe Vera,697.51,4.1,271,6.7,False,False,True,Germany,2022
890100013647,Minimalist Vitamin C Toner 13647,Minimalist,Toner,all,Vitamin C,481.24,4.5,2989,6.2,True,False,False,USA,2016
890100013648,Mamaearth Niacinamide Serum 13648,Mamaearth,Serum,all,Niacinamide,890.65,4.1,1000,5.9,True,True,False,Germany,2017
890100013649,Mamaearth Zinc Oxide Moisturizer 13649,Mamaearth,Moisturizer,all,Zinc Oxide,624.97,3.4,1810,6.1,True,False,False,USA,2016
890100013650,Minimalist Salicylic Acid Treatment 13650,Minimalist,Treatment,dry,Salicylic Acid,1664.96,3.5,1510,5.8,False,False,False,France,2020
890100013651,Cetaphil Niacinamide Moisturizer 13651,Cetaphil,Moisturizer,all,Niacinamide,1267.22,3.8,1310,7.0,False,True,True,Germany,2015
890100013652,Plum Tea Tree Oil Serum 13652,Plum,Serum,dry,Tea Tree Oil,778.25,4.9,4393,6.0,False,True,False,France,2022
890100013653,Bioderma Ceramide Toner 13653,Bioderma,Toner,sensitive,Ceramide,1707.92,3.1,2661,6.4,True,False,False,USA,2019
890100013654,Cetaphil Niacinamide Sunscreen 13654,Cetaphil,Sunscreen,all,Niacinamide,1847.79,3.1,3605,5.1,True,False,True,Korea,2017
890100013655,Mamaearth Vitamin C Sunscreen 13655,Mamaearth,Sunscreen,oily,Vitamin C,965.17,4.6,356,6.9,False,False,True,USA,2017
890100013656,Simple Niacinamide Sunscreen 13656,Simple,Sunscreen,combination,Niacinamide,1657.69,3.1,4567,6.2,True,False,False,India,2015
890100013657,Simple Vitamin C Cleanser 13657,Simple,Cleanser,all,Vitamin C,1395.43,3.5,1959,6.8,True,True,True,Germany,2020
890100013658,Neutrogena Retinol Cleanser 13658,Neutrogena,Cleanser,sensitive,Retinol,434.86,4.1,4762,4.5,True,True,True,Germany,2024
890100013659,Minimalist Ceramide Moisturizer 13659,Minimalist,Moisturizer,oily,Ceramide,756.57,3.8,4766,6.4,True,False,False,USA,2015
890100013660,Cetaphil Hyaluronic Acid Moisturizer 13660,Cetaphil,Moisturizer,oily,Hyaluronic Acid,783.81,4.8,1299,6.6,True,True,True,USA,2024
890100013661,Simple Zinc Oxide Cleanser 13661,Simple,Cleanser,combination,Zinc Oxide,1337.26,4.1,50,6.8,False,True,True,France,2018
890100013662,Minimalist Niacinamide Sunscreen 13662,Minimalist,Sunscreen,sensitive,Niacinamide,1551.25,4.1,4380,4.9,False,False,False,Germany,2023
890100013663,Simple Ceramide Cleanser 13663,Simple,Cleanser,all,Ceramide,1990.64,3.4,1750,6.2,True,False,True,USA,2019
890100013664,Mamaearth Salicylic Acid Treatment 13664,Mamaearth,Treatment,dry,Salicylic Acid,440.88,4.2,773,4.5,True,True,True,France,2019
890100013665,Mamaearth Tea Tree Oil Cleanser 13665,Mamaearth,Cleanser,oily,Tea Tree Oil,1330.89,5.0,2614,5.3,False,False,False,India,2025
890100013666,Cetaphil Zinc Oxide Serum 13666,Cetaphil,Serum,dry,Zinc Oxide,1057.08,3.3,4452,5.0,False,False,True,Korea,2019
890100013667,Plum Panthenol Serum 13667,Plum,Serum,combination,Panthenol,1171.77,4.1,3827,5.7,False,True,False,Korea,2018
890100013668,Aveeno Vitamin C Toner 13668,Aveeno,Toner,oily,Vitamin C,709.03,3.1,1540,6.4,True,True,True,Germany,2023
890100013669,Minimalist Zinc Oxide Serum 13669,Minimalist,Serum,all,Zinc Oxide,509.11,4.9,3630,6.4,False,True,False,Korea,2019
890100013670,Bioderma Ceramide Cleanser 13670,Bioderma,Cleanser,sensitive,Ceramide,1492.73,4.8,4000,4.8,True,False,False,Germany,2023
890100013671,Neutrogena Niacinamide Toner 13671,Neutrogena,Toner,all,Niacinamide,1216.42,4.7,861,4.9,True,True,True,France,2020
890100013672,Minimalist Panthenol Cleanser 13672,Minimalist,Cleanser,dry,Panthenol,476.71,4.4,1011,5.7,True,False,True,USA,2021
890100013673,Neutrogena Hyaluronic Acid Moisturizer 13673,Neutrogena,Moisturizer,sensitive,Hyaluronic Acid,1737.04,3.2,2733,6.2,False,True,True,India,2019
890100013674,Plum Vitamin C Treatment 13674,Plum,Treatment,oily,Vitamin C,1050.93,4.3,4878,6.8,False,True,False,Korea,2025
890100013675,Olay Panthenol Sunscreen 13675,Olay,Sunscreen,sensitive,Panthenol,282.69,4.6,4147,5.5,True,False,True,India,2018
890100013676,Aveeno Ceramide Toner 13676,Aveeno,Toner,combination,Ceramide,1509.87,4.2,1449,6.9,True,True,True,India,2015
890100013677,Simple Aloe Vera Toner 13677,Simple,Toner,all,Aloe Vera,344.63,3.8,3986,5.4,False,True,False,USA,2020
890100013678,Mamaearth Tea Tree Oil Moisturizer 13678,Mamaearth,Moisturizer,sensitive,Tea Tree Oil,797.75,3.2,1782,4.9,True,True,False,India,2023
890100013679,Mamaearth Hyaluronic Acid Moisturizer 13679,Mamaearth,Moisturizer,dry,Hyaluronic Acid,1979.49,5.0,4363,6.6,True,False,True,France,2017
890100013680,Neutrogena Vitamin C Serum 13680,Neutrogena,Serum,dry,Vitamin C,387.02,3.4,3275,6.3,True,False,False,France,2023
890100013681,Plum Tea Tree Oil Treatment 13681,Plum,Treatment,combination,Tea Tree Oil,380.31,3.1,1414,6.3,False,False,False,Korea,2022
890100013682,Neutrogena Tea Tree Oil Cleanser 13682,Neutrogena,Cleanser,sensitive,Tea Tree Oil,323.26,3.5,159,6.0,False,True,False,USA,2019
890100013683,Bioderma Niacinamide Cleanser 13683,Bioderma,Cleanser,all,Niacinamide,919.83,4.2,2774,5.0,True,True,True,Korea,2015
890100013684,Bioderma Zinc Oxide Serum 13684,Bioderma,Serum,sensitive,Zinc Oxide,645.48,3.3,1537,5.0,False,True,True,India,2018
890100013685,Neutrogena Zinc Oxide Cleanser 13685,Neutrogena,Cleanser,oily,Zinc Oxide,337.82,4.2,3258,6.8,False,True,False,Germany,2015
890100013686,Bioderma Niacinamide Serum 13686,Bioderma,Serum,dry,Niacinamide,1830.88,4.5,2440,6.5,False,True,False,India,2019
890100013687,Minimalist Niacinamide Treatment 13687,Minimalist,Treatment,combination,Niacinamide,669.03,4.8,164,6.8,False,True,False,France,2015
890100013688,Plum Ceramide Cleanser 13688,Plum,Cleanser,sensitive,Ceramide,356.61,3.3,922,6.8,True,False,True,Germany,2020
890100013689,Neutrogena Zinc Oxide Cleanser 13689,Neutrogena,Cleanser,all,Zinc Oxide,699.94,3.8,246,4.9,False,False,True,Korea,2016
890100013690,Aveeno Hyaluronic Acid Cleanser 13690,Aveeno,Cleanser,oily,Hyaluronic Acid,1734.75,3.9,1067,5.9,True,True,True,Korea,2015
890100013691,Aveeno Ceramide Toner 13691,Aveeno,Toner,sensitive,Ceramide,1160.98,3.3,3322,5.6,True,True,False,USA,2022
890100013692,Simple Aloe Vera Treatment 13692,Simple,Treatment,oily,Aloe Vera,1449.59,3.2,2233,6.3,True,False,True,Korea,2016
890100013693,Mamaearth Aloe Vera Cleanser 13693,Mamaearth,Cleanser,sensitive,Aloe Vera,870.68,4.8,4329,6.6,False,True,True,Korea,2024
890100013694,Bioderma Retinol Cleanser 13694,Bioderma,Cleanser,oily,Retinol,1646.1,3.9,644,5.6,False,True,True,France,2015
890100013695,Aveeno Retinol Cleanser 13695,Aveeno,Cleanser,dry,Retinol,383.05,4.3,3586,5.5,False,False,True,France,2021
890100013696,Cetaphil Hyaluronic Acid Cleanser 13696,Cetaphil,Cleanser,oily,Hyaluronic Acid,1246.38,3.9,3428,5.9,False,False,False,India,2019
890100013697,Bioderma Aloe Vera Serum 13697,Bioderma,Serum,combination,Aloe Vera,224.58,3.6,10,5.8,True,True,True,Korea,2024
890100013698,Simple Hyaluronic Acid Serum 13698,Simple,Serum,all,Hyaluronic Acid,1753.83,3.3,1494,6.1,True,False,True,Germany,2020
890100013699,Aveeno Vitamin C Toner 13699,Aveeno,Toner,combination,Vitamin C,514.9,3.7,85,5.1,False,True,True,USA,2019
